Principio activo;Aptitud;Cultivos;Residuos (mg /Kg);Post Cosecha
ESTER METILICO DE ACEITES VEGETALES;(Coadyuvante);;Exento;
ESTER POLIGLICOL DE ACIDOS GRASOS;(Coadyuvante);;Exento;
ETEFON;(Fitorregulador);Aceituna (fresca);0.1;
ETEFON;(Fitorregulador);Algodón (semilla consumo);2;
ETEFON;(Fitorregulador);Café;0.1;
ETEFON;(Fitorregulador);Caña de azúcar (tallo fresco);0.5;
ETEFON;(Fitorregulador);Cereza;1;
ETEFON;(Fitorregulador);Durazno;2;
ETEFON;(Fitorregulador);Cítricos en general (excepto limón);0.5;
ETEFON;(Fitorregulador);Cítricos en general (excepto limón);0.5;Po
ETEFON;(Fitorregulador);Limón;2; Po
ETEFON;(Fitorregulador);Manzana;2;
ETEFON;(Fitorregulador);Pera;0.1;
ETEFON;(Fitorregulador);Pimiento;2;
ETEFON;(Fitorregulador);Tabaco ;Exento;
ETEFON;(Fitorregulador);Tomate                                ;2;
ETHABOXAM;(Fungicida);Papa;0.05;
ETHIPROLE;(Insecticida - Tratamiento de semillas);Soja (grano consumo) ;Exento;
ETION;(Acaricida - Insecticida);Cítricos en general;1;
ETION;(Acaricida - Insecticida);Cítricos en general (sin cáscara);0.1;
ETION;(Acaricida - Insecticida);Soja (grano consumo);0.05;
ETION;(Acaricida - Insecticida);Soja (aceite);0.05;
ETION;(Acaricida - Insecticida);Uva (de mesa);1;
EXTRACTO DE AJO;(Repelente);Ciruela, Olivo, Cebolla;Exento;
FAMOXADONE;(Fungicida)  ;Papa;0.02;
FENAMIFOS; (Nematicida);Banana (con cáscara);0.1;
FENAMIFOS; Nematicida);Cebolla (consumo);0.2;
FENAMIFOS; Nematicida);Melón;0.05;
FENAMIFOS;(Nematicida);Naranja;0.2;
FENAMIFOS; Nematicida);Papa;0.2;
FENAMIFOS; Nematicida);Pepino;0.1;
FENAMIFOS; Nematicida);Pimiento;0.1;
FENAMIFOS; Nematicida);Pomelo;0.2;
FENAMIFOS; Nematicida);Poroto (grano consumo);0.1;
FENAMIFOS; Nematicida);Tabaco ;Exento;
FENAMIFOS; Nematicida);Tomate;0.1;
FENAMIFOS; Nematicida);Uva (de mesa);0.1;
FENAMIFOS; Nematicida);Florales y ornamentales;Exento;
FENARIMOL;(Fungicida)  ;Durazno;0.1;
FENARIMOL;(Fungicida)  ;Manzana;0.01;
FENARIMOL;(Fungicida)  ;Pera;0.01;
FENARIMOL;(Fungicida)  ;Uva (de mesa);0.1;
FENARIMOL;(Fungicida)  ;Zapallito de tronco;0.1;
FENARIMOL;(Fungicida)  ;Rosales;Exento;
FENAZAQUIN;(Insecticida);Mandarina;0.3;
FENAZAQUIN;(Acaricida)  ;Manzana;0.2;
FENAZAQUIN;(Insecticida);Naranja;0.3;
FENAZAQUIN;(Acaricida)  ;Pera;0.2;
FENBUCONAZOLE;(Fungicida)  ;Maní (sin cáscara);0.1;
FENBUCONAZOLE;(Fungicida)  ;Manzana;0.05;
FENBUCONAZOLE;(Fungicida)  ;Papa;0.01;
FENBUCONAZOLE;(Fungicida)  ;Soja (grano consumo);0.02;
FENBUTATIN OXIDO;(Acaricida)  ;Manzana;0.5;
FENHEXAMID;(Fungicida)  ;Frutilla;3;
FENHEXAMID;(Fungicida)  ;Uva (de mesa);3;
FENHEXAMID;(Fungicida)  ;Granada;0.05;
FENITROTION;(Insecticida);Alfalfa (forraje);1;
FENITROTION;(Insecticida);Algodón (semilla consumo);0.1;
FENITROTION;(Insecticida);Arveja (grano consumo);0.5;
FENITROTION;(Insecticida);Avena (forraje);1;
FENITROTION;(Insecticida);Brócoli;0.5;
FENITROTION;(Insecticida);Cebada (forraje);1;
FENITROTION;(Insecticida);Cebolla (consumo);0.05;
FENITROTION;(Insecticida);Centeno (forraje);1;
FENITROTION;(Insecticida);Coliflor;0.1;
FENITROTION;(Insecticida);Durazno;1;
FENITROTION;(Insecticida);Cítricos en general;2;
FENITROTION;(Insecticida);Girasol (Grano consumo);0.1;
FENITROTION;(Insecticida);Maíz (forraje);1;
FENITROTION;(Insecticida);Manzana;0.5;
FENITROTION;(Insecticida);Praderas (naturales);1;
FENITROTION;(Insecticida);Pera;0.5;
FENITROTION;(Insecticida);Poroto (grano consumo);0.5;
FENITROTION;(Insecticida);Pasturas consociadas (leguminosas y gramíneas);1;
FENITROTION;(Insecticida);Repollito de Bruselas;0.5;
FENITROTION;(Insecticida);Repollo;0.5;
FENITROTION;(Insecticida);Salvado de arroz;5;
FENITROTION;(Insecticida);Soja (grano consumo);0.01;
FENITROTION;(Insecticida);Sorgo (forraje);1;
FENITROTION;(Insecticida);Tomate;0.5;
FENITROTION;(Insecticida);Trigo (forraje);1;
FENMEDIFAN;(Herbicida);Espinaca;0.1;
FENOXAPROP ETIL;(Herbicida);Algodón (semilla consumo);0.03;
FENOXAPROP ETIL;(Herbicida);Arroz (grano consumo);0.05;
FENOXAPROP ETIL;(Herbicida);Batata;0.05;
FENOXAPROP ETIL;(Herbicida);Cebada (grano consumo);0.1;
FENOXAPROP ETIL;(Herbicida);Cebolla (consumo);0.01;
FENOXAPROP ETIL;(Herbicida);Girasol (Grano consumo);0.1;
FENOXAPROP ETIL;(Herbicida);Granada;0.1;
FENOXAPROP ETIL;(Herbicida);Maní (sin cáscara);0.05;
FENOXAPROP ETIL;(Herbicida);Papa;0.05;
FENOXAPROP ETIL;(Herbicida);Pimiento;0.01;
FENOXAPROP ETIL;(Herbicida);Soja (grano consumo);0.05;
FENOXAPROP ETIL;(Herbicida);Tomate;0.01;
FENOXAPROP ETIL;(Herbicida);Trigo (grano consumo);0.1;
FENOXAPROP ETIL;(Herbicida);Zanahoria;0.01;
FENPIROXIMATO;(Acaricida)  ;Manzana;0.2;
FENPIROXIMATO;(Acaricida)  ;Pera;0.2;
FENPIROXIMATO;(Acaricida)  ;Té;0.1;
FENPIROXIMATO;(Acaricida)  ;Florales y ornamentales;Exento;
FENPROPATRINA;(Acaricida - Insecticida);Girasol (Grano consumo);0.1;
FENPROPATRINA;(Acaricida - Insecticida);Soja (grano consumo);0.1;
FENPROPATRINA;(Acaricida - Insecticida);Tomate;0.2;
FENTION;(Insecticida);Cítricos en general;0.2;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Aceituna (fresca);0.3;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Alfalfa (forraje);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Algodón (semilla consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Avena (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Cebada (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Centeno (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Cereza;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Ciruela;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Damasco;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Durazno;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Cítricos en general;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Girasol (Grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Guinda;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Lino (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Maíz (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Manzana;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Membrillo;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Pera;0.1;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Soja (grano consumo);0.05;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Sorgo (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Trigo (grano consumo);0.4;
FENTOATO;(Acaricida - Insecticida - Tucuricida);Florales y ornamentales;Exento;
FENVALERATO;(Insecticida);Alfalfa (forraje);10;
FENVALERATO;(Insecticida);Alfalfa (heno);20;
FENVALERATO;(Insecticida);Algodón (aceite);0.1;
FENVALERATO;(Insecticida);Algodón (aceite);0.1;
FENVALERATO;(Insecticida);Algodón (semilla consumo);0.2;
FENVALERATO;(Insecticida);Arveja (grano consumo);1;
FENVALERATO;(Insecticida);Arveja (seca);0.25;Po
FENVALERATO;(Insecticida);Durazno;2;
FENVALERATO;(Insecticida);Cítricos en general;2;
FENVALERATO;(Insecticida);Girasol (Grano consumo);0.1;
FENVALERATO;(Insecticida);Harinas blanca de trigo;0.2;Po
FENVALERATO;(Insecticida);Harina integral de trigo;2;Po
FENVALERATO;(Insecticida);Lino (grano consumo);1;
FENVALERATO;(Insecticida);Maíz (forraje);10;
FENVALERATO;(Insecticida);Maíz (grano consumo);0.1;
FENVALERATO;(Insecticida);Maíz dulce (grano consumo);0.1;
FENVALERATO;(Insecticida);Manzana;1;
FENVALERATO;(Insecticida);Praderas (naturales);10;
FENVALERATO;(Insecticida);Pera;0.5;
FENVALERATO;(Insecticida);Soja (grano consumo);0.1;
FENVALERATO;(Insecticida);Sorgo (grano consumo);0.2;
FENVALERATO;(Insecticida);Tomate;0.1;
FENVALERATO;(Insecticida);Alamo;Exento;
FERBAM;(Fungicida);Almendra;2;
FERBAM;(Fungicida);Cereza;1;
FERBAM;(Fungicida);Durazno;3;
FERBAM;(Fungicida);Manzana;2;
FERBAM;(Fungicida);Papa;0.1;
FERBAM;(Fungicida);Pera;2;
FERBAM;(Fungicida);Tomate;3;
FIPRONIL;(Insecticida - Tratamiento de semillas);Girasol (Grano consumo);0.01;
FIPRONIL;(Insecticida);Girasol (Grano consumo);0.01;
FIPRONIL;(Insecticida);Granada;0.005;
FIPRONIL;(Insecticida - Tratamiento de semillas);Maíz (grano consumo);0.01;
FIPRONIL;(Insecticida);Maíz (grano consumo);0.01;
FIPRONIL;(Insecticida - Tratamiento de semillas);Pasturas consociadas (leguminosas y gramíneas);0.005;
FIPRONIL;(Insecticida - Tratamiento de semillas);Soja (grano consumo);0.01;
FIPRONIL;(Insecticida);Soja (grano consumo);0.01;
FIPRONIL;(Insecticida - Tratamiento de semillas);Sorgo (grano consumo);0.01;
FIPRONIL;(Insecticida);Sorgo (grano consumo);0.01;
FLAZASULFURON;(Herbicida);Vid;0.01;
FLAZASULFURON;(Herbicida);Limón;0.01;
FLAZASULFURON;(Herbicida);Naranja;0.01;
FLAZASULFURON;(Herbicida);Mandarina;0.01;
FLONICAMID;(Insecticida);Algodón;0.3;
FLONICAMID;(Insecticida);Durazno;1;
FLONICAMID;(Insecticida);Papa;0.5;
FLORPYRAUXIFEN ETIL;(Herbicida);Arroz (grano consumo);0.02;
FLUAZIFOP- P- BUTIL;(Herbicida);Algodón (semilla consumo);0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Batata;0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Caña de azúcar (tallo fresco) ;0.05;
FLUAZIFOP- P- BUTIL;(Herbicida);Girasol (Grano consumo);0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Lechuga;0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Maní (sin cáscara);0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Papa;0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Poroto (grano consumo);0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Soja (grano consumo);0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Tomate;0.1;
FLUAZIFOP- P- BUTIL;(Herbicida);Zapallito de tronco;0.1;
FLUAZINAM;(Fungicida)  ;Maní (con cáscara);0.02;
FLUAZINAM;(Fungicida)  ;Papa;0.01;
FLUAZINAM;(Fungicida)  ;Poroto (grano consumo);0.01;
FLUAZINAM;(Fungicida)  ;Tomate;1;
FLUAZINAM;(Fungicida)  ;Uva (de mesa);3;
FLUBENDIAMIDE;(Insecticida);Algodón (semilla consumo);0.01;
FLUBENDIAMIDE;(Insecticida);Brócoli;2;
FLUBENDIAMIDE;(Insecticida);Ciruela;0.3;
FLUBENDIAMIDE;(Insecticida);coliflor;0.8;
FLUBENDIAMIDE;(Insecticida);Durazno;0.7;
FLUBENDIAMIDE;(Insecticida);Lechuga;1;
FLUBENDIAMIDE;(Insecticida);Maíz (grano consumo);0.01;
FLUBENDIAMIDE;(Insecticida);Maíz dulce (grano consumo);0.01;
FLUBENDIAMIDE;(Insecticida);Manzana;1;
FLUBENDIAMIDE;(Insecticida);Melón;0.01;
FLUBENDIAMIDE;(Insecticida);Nectarín;0.5;
FLUBENDIAMIDE;(Insecticida);Pera;0.6;
FLUBENDIAMIDE;(Insecticida);Pimiento;0.5;
FLUBENDIAMIDE;(Insecticida);Poroto (grano consumo);0.01;
FLUBENDIAMIDE;(Insecticida);Repollo;0.1;
FLUBENDIAMIDE;(Insecticida);Sandía;0.05;
FLUBENDIAMIDE;(Insecticida);Soja (grano consumo);0.01;
FLUBENDIAMIDE;(Insecticida);Tabaco ;Exento;
FLUBENDIAMIDE;(Insecticida);Tomate;0.5;
FLUBENDIAMIDE;(Insecticida);Zapallo ( calabaza);0.02;
FLUCARBAZONE;(Herbicida);Trigo (grano consumo);0.01;
FLUDIOXONIL;(Fungicida);Arándano;2;
FLUDIOXONIL;(Fungicida - Tratamiento de Semillas);Avena (grano consumo);Exento;
FLUDIOXONIL;(Fungicida - Tratamiento de Semillas);Cebada (grano consumo);Exento;
FLUDIOXONIL;(Fungicida)  ;Durazno;5;Po
FLUDIOXONIL;(Fungicida)  ;Frutilla;0.4;
FLUDIOXONIL;(Fungicida - Tratamiento de semillas)  ;Garbanzo (Grano consumo);Exento;
FLUDIOXONIL;(Fungicida)  ;Granada;3;
FLUDIOXONIL;(Fungicida)  ;Limón;10;Po
FLUDIOXONIL;(Fungicida - Tratamiento de Semillas);Maíz (grano consumo);Exento;
FLUDIOXONIL;(Fungicida)  ;Mandarina;10;Po
FLUDIOXONIL;(Fungicida)  ;Manzana;5;Po
FLUDIOXONIL;(Fungicida)  ;Naranja;10;Po
FLUDIOXONIL;(Fungicida)  ;Pomelo;10;Po
FLUDIOXONIL;(Fungicida)  ;Pera;5;Po
FLUDIOXONIL;(Fungicida - Tratamiento de Semillas);Trigo (grano consumo);Exento;
FLUDIOXONIL;(Fungicida)  ;Tomate;0.5;
FLUDIOXONIL;(Fungicida)  ; Uva (de mesa);2;
FLUDIOXONIL;(Fungicida)  ; Uva (vinificación);0.6;
FLUDIOXONIL;(Tratamiento de semillas);Sorgo (grano consumo) ;Exento;
FLUDIOXONIL;(Tratamiento de semillas);Algodón (semilla consumo);Exento;
FLUDIOXONIL;(Tratamiento de semillas);Soja (grano consumo);Exento;
FLUDIOXONIL;(Tratamiento de semillas);Maní (con cáscara);Exento;
FLUDIOXONIL;(Tratamiento de semillas);Girasol (Grano consumo);Exento;
FLUFENACET;(Herbicida);Maíz (grano consumo);0.01;
FLUFENOXURON;(Acaricida - Insecticida);Manzana;0.2;
FLUFENOXURON;(Acaricida - Insecticida);Pera;0.2;
FLUMETRALIN;(Desbrotador - Fitorregulador);Tabaco ;Exento;
FLUMETSULAM;(Herbicida);Caña de azúcar (tallo fresco);0.2;
FLUMETSULAM;(Herbicida);Maíz (grano consumo);0.01;
FLUMETSULAM;(Herbicida);Pasturas consociadas (leguminosas y gramíneas);0.2;
FLUMETSULAM;(Herbicida);Poroto (grano consumo);0.01;
FLUMETSULAM;(Herbicida);Soja (grano consumo);0.01;
FLUMICLORAC PENTIL;(Herbicida);Soja (grano consumo);0.05;
FLUMIOXAZIM;(Herbicida);Cereza;0.02;
FLUMIOXAZIM;(Herbicida);Ciruela;0.02;
FLUMIOXAZIM;(Herbicida);Cítricos en general;0.02;
FLUMIOXAZIM;(Herbicida);Damasco;0.02;
FLUMIOXAZIM;(Herbicida);Durazno;0.02;
FLUMIOXAZIM;(Herbicida);Girasol (Grano consumo);0.02;
FLUMIOXAZIM;(Herbicida);Pelón;0.02;
FLUMIOXAZIM;(Herbicida);Soja (grano consumo);0.015;
FLUMIOXAZIM;(Herbicida);Soja (vaina fresca);0.015;
FLUMIOXAZIM;(Herbicida);Sorgo (grano consumo);Exento;
FLUMIOXAZIM;(Herbicida);Maíz (grano consumo);Exento;
FLUMIOXAZIM;(Herbicida);Trigo (grano consumo);Exento;
FLUMIOXAZIM;(Herbicida);Uva ;0.02;
FLUOMETURON;(Herbicida);Algodón (semilla consumo);0.1;
FLUOMETURON;(Herbicida);Girasol (Grano consumo);0.1;
FLUOPICOLIDE;(Fungicida);Papa;0.01;
FLUOPICOLIDE;(Fungicida);Alcaucil;0.3;
FLUOPICOLIDE;(Fungicida);Cebolla (consumo);0.02;
FLUOPICOLIDE;(Fungicida);Lechuga;4;
FLUOPICOLIDE;(Fungicida);Melón;0.15;
FLUOPICOLIDE;(Fungicida);Pimiento;0.3;
FLUOPICOLIDE;(Fungicida);Tabaco ;Exento;
FLUOPICOLIDE;(Fungicida);Tomate;0.06;
FLUOPICOLIDE;(Fungicida);Zapallito de tronco;0.2;
FLUOPICOLIDE;(Fungicida);Zapallo;0.2;
FLUOROCLORIDONA;(Herbicida);Algodón (semilla consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Apio;0.1;
FLUOROCLORIDONA;(Herbicida);Arveja (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Avena (forraje);0.1;
FLUOROCLORIDONA;(Herbicida);Avena (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Caña de azúcar (tallo fresco);0.1;
FLUOROCLORIDONA;(Herbicida);Cebada (forraje);0.1;
FLUOROCLORIDONA;(Herbicida);Cebada (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Centeno (forraje);0.1;
FLUOROCLORIDONA;(Herbicida);Centeno (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Girasol (Grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Lenteja (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Maíz (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Maní (sin cáscara);0.1;
FLUOROCLORIDONA;(Herbicida);Papa;0.1;
FLUOROCLORIDONA;(Herbicida);Perejil;0.1;
FLUOROCLORIDONA;(Herbicida);Trigo (forraje);0.1;
FLUOROCLORIDONA;(Herbicida);Trigo (grano consumo);0.1;
FLUOROCLORIDONA;(Herbicida);Zanahoria;0.1;
FLUOXASTROBIN;(Fungicida - Tratamiento de Semillas);Cebada (grano consumo);Exento;
FLUOXASTROBIN;(Fungicida);Cebada (grano consumo);0.01;
FLUOXASTROBIN;(Fungicida);Maíz (grano consumo);0.01;
FLUOXASTROBIN;(Fungicida);Maní;0.01;
FLUOXASTROBIN;(Fungicida);Papa ;0.01;
FLUOXASTROBIN;(Fungicida - Tratamiento de Semillas);Trigo (grano consumo);0.05;
FLUQUINCONAZOLE;(Fungicida)  ;Maní (con cáscara);0.02;
FLUQUINCONAZOLE;(Fungicida)  ;Trigo (grano consumo);0.02;
FLUROXIPIR;(Herbicida);Avena (grano consumo);0.05;
FLUROXIPIR;(Herbicida);Caña de azúcar (tallo fresco);0.2;
FLUROXIPIR;(Herbicida);Cebada (grano consumo);0.05;
FLUROXIPIR;(Herbicida);Cebolla (consumo);0.05;
FLUROXIPIR;(Herbicida);Centeno (grano consumo);0.05;
FLUROXIPIR;(Herbicida);Cítricos en general;0.05;
FLUROXIPIR;(Herbicida);Manzana;0.05;
FLUROXIPIR;(Herbicida);Membrillo;0.05;
FLUROXIPIR;(Herbicida);Pasturas de gramíneas;50;
FLUROXIPIR;(Herbicida);Pera;0.05;
FLUROXIPIR;(Herbicida);Trigo (grano consumo);0.05;
FLUROXIPIR;(Herbicida);Uva (de mesa);0.05;
FLUSILAZOLE;(Fungicida)  ;Maní (sin cáscara);0.05;
FLUSILAZOLE;(Fungicida)  ;Manzana;0.2;
FLUSILAZOLE;(Fungicida)  ;Soja (grano consumo) ;0.01;
FLUSILAZOLE;(Fungicida)  ;Trigo (grano consumo);0.01;
FLUSILAZOLE;(Fungicida)  ;Uva (de mesa);0.05;
FLUTRIAFOL;(Fungicida)  ;Cebada (grano consumo);0.1;
FLUTRIAFOL;(Fungicida)  ;Maíz (grano consumo);0.01;
FLUTRIAFOL;(Fungicida)  ;Maní (sin cáscara);0.1;
FLUTRIAFOL;(Fungicida)  ;Manzana;0.01;
FLUTRIAFOL;(Fungicida)  ;Papa;0.1;
FLUTRIAFOL;(Fungicida)  ;Soja (grano consumo);0.1;
FLUTRIAFOL;(Fungicida)  ;Trigo (grano consumo);0.1;
FLUTRIAFOL;(Fungicida)  ;Manzana;0.01;
FLUXAPYROXAD;(Fungicida)  ;Cebada (grano consumo);1;
FLUXAPYROXAD;(Funguicida);Girasol;0.2;
FLUXAPYROXAD;(Funguicida);Limón;0.2;
FLUXAPYROXAD;(Funguicida);Naranja;0.2;
FLUXAPYROXAD;(Funguicida);Maíz (grano consumo);0.01;
FLUXAPYROXAD;(Funguicida);Mandarina;0.2;
FLUXAPYROXAD;(Funguicida);Maní;0.01;
FLUXAPYROXAD;(Funguicida);Pomelo;0.2;
FLUXAPYROXAD;(Fungicida);Soja (grano consumo);0.05;
FLUXAPYROXAD;(Fungicida)  ;Trigo (grano consumo);0.3;
FLUXAPYROXAD;(Fungicida Tratamiento de semillas)  ;Trigo (grano consumo);Exento;
FLUXAPYROXAD;(Funguicida);Uva ;0.5;
FLUXOFENIM;(Antídoto de herbicida - Tratamiento de semillas);;Exento;
FOLCISTEINA;(Fitorregulador);;Exento;
FOLPET;(Fungicida)  ;Ajo (consumo);2;
FOLPET;(Fungicida)  ;Almendra;5;
FOLPET;(Fungicida)  ;Apio;10;
FOLPET;(Fungicida)  ;Cebolla (consumo);2;
FOLPET;(Fungicida)  ;Cereza;10;
FOLPET;(Fungicida)  ;Ciruela;10;
FOLPET;(Fungicida)  ;Durazno;10;
FOLPET;(Fungicida)  ;Frutilla;10;
FOLPET;(Fungicida)  ;Lechuga;10;
FOLPET;(Fungicida)  ;Manzana;10;
FOLPET;(Fungicida)  ;Melón;3;
FOLPET;(Fungicida)  ;Membrillo;10;
FOLPET;(Fungicida)  ;Papa;0.02;
FOLPET;(Fungicida)  ;Pepino;2;
FOLPET;(Fungicida)  ;Pera;10;
FOLPET;(Fungicida)  ;Pimiento;2;
FOLPET;(Fungicida)  ;Poroto (grano consumo);5;
FOLPET;(Fungicida)  ;Sandía;3;
FOLPET;(Fungicida)  ;Tomate;2;
FOLPET;(Fungicida)  ;Uva (de mesa);2;
FOLPET;(Fungicida)  ;Uva (vinificación);2;
FOLPET;(Fungicida)  ;Zapallo;5;
FOLPET;(Fungicida)  ;Florales y ornamentales;Exento;
FOMESAFEN;(Herbicida);Maní (sin cáscara);0.01;
FOMESAFEN;(Herbicida);Poroto (grano consumo);0.01;
FOMESAFEN;(Herbicida);Soja (grano consumo);0.01;
FORAMSULFURON;(Herbicida);Maíz (grano consumo);0.5;
FORMETANATO;(Acaricida - Insecticida);Achicoria;12;
FORMETANATO;(Acaricida - Insecticida);Albahaca;12;
FORMETANATO;(Acaricida - Insecticida);Cilantro;12;
FORMETANATO;(Acaricida - Insecticida);Cítricos en general;0.5;
FORMETANATO;(Acaricida - Insecticida);Cítricos en general (pulpa);0.05;
FORMETANATO;(Acaricida - Insecticida);Eneldo;12;
FORMETANATO;(Acaricida - Insecticida);Manzana;0.1;
FORMETANATO;(Acaricida - Insecticida);Nectarín / Pelón;0.5;
FORMETANATO;(Acaricida - Insecticida);Oregano;12;
FORMETANATO;(Acaricida - Insecticida);Perejil;12;
FORMETANATO;(Acaricida - Insecticida);Pimiento;0.1;
FORMETANATO;(Acaricida - Insecticida);Romero;12;
FORMETANATO;(Acaricida - Insecticida);Salvia;12;
FORMETANATO;(Acaricida - Insecticida);Tomate;0.1;
FORMETANATO;(Acaricida - Insecticida);Tomillo;12;
FORMETANATO;(Acaricida - Insecticida);Florales y ornamentales, céspedes;Exento;
FOSETIL ALUMINIO;(Fungicida)  ;Cebolla (consumo);0.05;
FOSETIL ALUMINIO;(Fungicida)  ;Cereza;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Frutilla;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Cítricos en general;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Lechuga;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Manzana;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Melón;0.05;
FOSETIL ALUMINIO;(Fungicida)  ;Papa;0.02;
FOSETIL ALUMINIO;(Fungicida)  ;Pera;0.1;
FOSETIL ALUMINIO;(Fungicida)  ;Pimiento;0.05;
FOSETIL ALUMINIO;(Fungicida)  ;Tabaco ;Exento;
FOSETIL ALUMINIO;(Fungicida)  ;Tomate;0.05;
FOSETIL ALUMINIO;(Fungicida)  ;Uva (de mesa);20;
FOSETIL ALUMINIO;(Fungicida)  ;Florales y ornamentales;Exento;
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Algodón (semilla consumo);0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Almendra;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Arroz (grano consumo);0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Avellano;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Avena (grano consumo);0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Brócoli;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Cebada (grano consumo);0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Cebolla;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Centeno (grano consumo);0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Ciruela;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Damasco;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Durazno;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Espárrago;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Especias;0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Flores de corte;Exento;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Frutas secas en general;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Frutilla;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Girasol (Grano consumo);0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Granos almacenados en general;0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Granos de cacao;0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Harina de cereales y leguminosas;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Hortalizas desecadas;0.1;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Lechuga;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Maíz (grano consumo);0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Mandarina;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Manzana;0.01;Po
FOSFINA;(Acaricida - Gorgojicida - Insecticida - Rodenticida);Naranja;0.01;Po
